TIME1,seq,totaltrips,avgdistance,avgfare,avgtriptime,weekday
2016-01-07T10:00:00Z,155,152,1.36184210526316,9.93322368421053,596.842105263158,Thursday
2016-01-07T11:00:00Z,156,100,2.0454,10.9808,559.8,Thursday
2016-01-07T12:00:00Z,157,102,2.31911764705882,12.5001960784314,625.882352941177,Thursday
2016-01-07T13:00:00Z,158,96,1.81364583333333,10.9942708333333,562.5,Thursday
2016-01-07T14:00:00Z,159,115,2.33304347826087,19.3857391304348,575.478260869565,Thursday
2016-01-07T15:00:00Z,160,81,2.11012345679012,12.8111111111111,717.037037037037,Thursday
2016-01-07T16:00:00Z,161,111,4.20702702702703,12.2446846846847,668.108108108108,Thursday
2016-01-07T17:00:00Z,162,124,2.03443548387097,12.061935483871,755.806451612903,Thursday
2016-01-07T18:00:00Z,163,140,1.385,10.5922857142857,714,Thursday
2016-01-07T19:00:00Z,164,133,2.14857142857143,11.7146616541353,649.624060150376,Thursday
2016-01-07T20:00:00Z,165,94,1.56542553191489,12.3184042553191,588.510638297872,Thursday
2016-01-07T21:00:00Z,166,126,8.74539682539683,13.2020634920635,638.571428571429,Thursday
2016-01-07T22:00:00Z,167,126,2.06468253968254,13.4388888888889,711.428571428572,Thursday
2016-01-07T23:00:00Z,168,70,2.38714285714286,12.6492857142857,563.142857142857,Thursday
2016-01-08T00:00:00Z,169,39,1.75384615384615,11.4846153846154,478.461538461538,Friday
2016-01-08T01:00:00Z,170,28,2.47857142857143,15.1517857142857,619.285714285714,Friday
2016-01-08T02:00:00Z,171,10,2.96,15.9,564,Friday
2016-01-08T03:00:00Z,172,14,2.09285714285714,11.4607142857143,462.857142857143,Friday
2016-01-08T04:00:00Z,173,12,1.53333333333333,12.9208333333333,465,Friday
2016-01-08T05:00:00Z,174,3,0.473333333333333,7.08333333333333,180,Friday
2016-01-08T06:00:00Z,175,24,1.98208333333333,10.635,540,Friday
2016-01-08T07:00:00Z,176,98,1.33061224489796,8.44816326530612,426.122448979592,Friday
2016-01-08T08:00:00Z,177,199,0.976030150753769,8.27738693467337,519.195979899498,Friday
2016-01-08T09:00:00Z,178,219,1.29333333333333,9.52785388127854,587.671232876712,Friday
2016-01-08T10:00:00Z,179,162,4.96932098765432,8.48018518518519,530.37037037037,Friday
2016-01-08T11:00:00Z,180,123,2.69471544715447,10.4056097560976,526.829268292683,Friday
2016-01-08T12:00:00Z,181,143,3.67692307692308,10.8395104895105,553.426573426574,Friday
2016-01-08T13:00:00Z,182,151,1.76807947019868,11.8884105960265,845.960264900662,Friday
2016-01-08T14:00:00Z,183,93,4.23688172043011,17.0908602150538,845.161290322581,Friday
2016-01-08T15:00:00Z,184,116,7.11034482758621,14.5015517241379,790.344827586207,Friday
2016-01-08T16:00:00Z,185,103,2.58242718446602,13.3609708737864,782.330097087379,Friday
2016-01-08T17:00:00Z,186,192,4.02958333333333,11.2136979166667,768.75,Friday
2016-01-08T18:00:00Z,187,235,3.10153191489362,11.6902978723404,846.893617021277,Friday
2016-01-08T19:00:00Z,188,202,2.82386138613861,11.9616336633663,707.524752475248,Friday
2016-01-08T20:00:00Z,189,138,1.99384057971014,13.0981884057971,702.608695652174,Friday
2016-01-08T21:00:00Z,190,102,1.54705882352941,10.8601960784314,544.117647058824,Friday
2016-01-08T22:00:00Z,191,146,4.89417808219178,13.9734246575342,733.972602739726,Friday
2016-01-08T23:00:00Z,192,190,1.93521052631579,13.4205263157895,754.421052631579,Friday
2016-01-09T00:00:00Z,193,101,1.97673267326733,12.1307920792079,584.554455445545,Saturday
2016-01-09T01:00:00Z,194,71,5.99535211267606,13.6871830985916,619.43661971831,Saturday
2016-01-09T02:00:00Z,195,49,2.41020408163265,12.7448979591837,535.102040816327,Saturday
2016-01-09T03:00:00Z,196,31,2.70967741935484,15.7,750.967741935484,Saturday
2016-01-09T04:00:00Z,197,15,1.81333333333333,14.6466666666667,528,Saturday
2016-01-09T05:00:00Z,198,6,8.68333333333333,25.7833333333333,780,Saturday
2016-01-09T06:00:00Z,199,7,3.12857142857143,13.1071428571429,711.428571428572,Saturday
2016-01-09T07:00:00Z,200,11,1.37090909090909,18.6954545454545,692.727272727273,Saturday
2016-01-09T08:00:00Z,201,18,1.4,9.29166666666667,503.333333333333,Saturday
2016-01-09T09:00:00Z,202,48,1.51416666666667,9.30645833333333,421.25,Saturday
2016-01-09T10:00:00Z,203,58,2.38965517241379,12.9558620689655,590.689655172414,Saturday
2016-01-09T11:00:00Z,204,61,1.80819672131148,10.8522950819672,523.27868852459,Saturday
2016-01-09T12:00:00Z,205,50,1.3854,11.269,560.4,Saturday
2016-01-09T13:00:00Z,206,74,2.36756756756757,13.2094594594595,711.891891891892,Saturday
2016-01-09T14:00:00Z,207,64,1.208125,9.4825,540,Saturday
2016-01-09T15:00:00Z,208,52,5.245,10.7144230769231,660,Saturday
2016-01-09T16:00:00Z,209,71,1.41971830985916,10.7739436619718,600,Saturday
2016-01-09T17:00:00Z,210,74,2.76702702702703,10.5594594594595,609.72972972973,Saturday
2016-01-09T18:00:00Z,211,85,1.66529411764706,11.0829411764706,599.294117647059,Saturday
2016-01-09T19:00:00Z,212,86,4.7653488372093,10.6337209302326,563.720930232558,Saturday
2016-01-09T20:00:00Z,213,89,1.68303370786517,11.0477528089888,535.280898876405,Saturday
2016-01-09T21:00:00Z,214,77,1.7038961038961,10.1545454545455,504.155844155844,Saturday
2016-01-09T22:00:00Z,215,80,1.874875,11.10875,588,Saturday
2016-01-09T23:00:00Z,216,94,2.63255319148936,13.2922340425532,631.914893617021,Saturday
2016-01-10T00:00:00Z,217,103,1.99902912621359,12.8783495145631,621.553398058253,Sunday
2016-01-10T01:00:00Z,218,82,1.90390243902439,11.6243902439024,524.634146341463,Sunday
2016-01-10T02:00:00Z,219,63,2.33015873015873,17.1696825396825,718.095238095238,Sunday
2016-01-10T03:00:00Z,220,70,2.78714285714286,13.0042857142857,610.285714285714,Sunday
2016-01-10T04:00:00Z,221,36,3.28333333333333,17.6972222222222,720,Sunday
2016-01-10T05:00:00Z,222,23,2.04347826086957,12.945652173913,597.391304347826,Sunday
2016-01-10T06:00:00Z,223,7,8.27142857142857,32.6714285714286,831.428571428572,Sunday
2016-01-10T07:00:00Z,224,8,1.725,9.7,397.5,Sunday
2016-01-10T08:00:00Z,225,7,3.14285714285714,11.8928571428571,480,Sunday
2016-01-10T09:00:00Z,226,12,22.2333333333333,11.0625,465,Sunday
2016-01-10T10:00:00Z,227,36,1.44722222222222,11.525,578.333333333333,Sunday
2016-01-10T11:00:00Z,228,34,1.77352941176471,10.6867647058824,497.647058823529,Sunday
2016-01-10T12:00:00Z,229,38,2.17105263157895,12.1368421052632,505.263157894737,Sunday
2016-01-10T13:00:00Z,230,48,2.080625,12.65,518.75,Sunday
2016-01-10T14:00:00Z,231,46,1.84782608695652,13.2732608695652,603.913043478261,Sunday
2016-01-10T15:00:00Z,232,39,2.37410256410256,11.5410256410256,536.923076923077,Sunday
2016-01-10T16:00:00Z,233,51,2.19627450980392,11.4058823529412,583.529411764706,Sunday
2016-01-10T17:00:00Z,234,46,1.97934782608696,11.4695652173913,619.565217391304,Sunday
2016-01-10T18:00:00Z,235,44,1.69318181818182,11.2818181818182,511.363636363636,Sunday
2016-01-10T19:00:00Z,236,45,1.82822222222222,10.6364444444444,456,Sunday
2016-01-10T20:00:00Z,237,77,2.98,15.5127272727273,700.519480519481,Sunday
2016-01-10T21:00:00Z,238,90,2.40255555555556,13.7823333333333,660,Sunday
2016-01-10T22:00:00Z,239,71,1.96056338028169,14.3274647887324,649.014084507042,Sunday
2016-01-10T23:00:00Z,240,33,2.90606060606061,12.6969696969697,585.454545454546,Sunday
2016-01-11T00:00:00Z,241,30,1.58666666666667,12.8953333333333,568,Monday
2016-01-11T01:00:00Z,242,14,1.83571428571429,14.8142857142857,857.142857142857,Monday
2016-01-11T02:00:00Z,243,2,13.25,15.125,780,Monday
2016-01-11T03:00:00Z,244,3,2.3,10.5166666666667,460,Monday
2016-01-11T04:00:00Z,245,3,0.433333333333333,9,320,Monday
2016-01-11T05:00:00Z,246,7,5.68571428571429,24.8,745.714285714286,Monday
2016-01-11T06:00:00Z,247,35,3.92057142857143,17.8102857142857,792,Monday
2016-01-11T07:00:00Z,248,117,1.22196581196581,9.64358974358974,480.512820512821,Monday
2016-01-11T08:00:00Z,249,260,2.01057692307692,8.70903846153846,723.230769230769,Monday
2016-01-11T09:00:00Z,250,291,1.15408934707904,9.01395189003436,726.39175257732,Monday
2016-01-11T10:00:00Z,251,197,1.69081218274112,9.55659898477157,541.218274111675,Monday
2016-01-11T11:00:00Z,252,110,1.39718181818182,10.5678181818182,491.454545454545,Monday
2016-01-11T12:00:00Z,253,125,2.04616,10.9496,555.36,Monday
2016-01-11T13:00:00Z,254,118,2.95110169491525,10.7764406779661,513.050847457627,Monday
2016-01-11T14:00:00Z,255,94,1.89595744680851,11.0568085106383,510.638297872341,Monday
2016-01-11T15:00:00Z,256,71,2.15915492957746,12.5246478873239,578.028169014085,Monday
2016-01-11T16:00:00Z,257,100,1.8259,11.7346,678.6,Monday
2016-01-11T17:00:00Z,258,160,1.6216875,10.6231875,744,Monday
2016-01-11T18:00:00Z,259,142,1.52725352112676,11.9327464788732,938.450704225352,Monday
2016-01-11T19:00:00Z,260,120,1.56341666666667,12.3165,1079,Monday
2016-01-11T20:00:00Z,261,90,1.92966666666667,11.6463333333333,764,Monday
2016-01-11T21:00:00Z,262,81,2.42592592592593,12.7198765432099,734.814814814815,Monday
2016-01-11T22:00:00Z,263,100,2.635,15.1816,766.8,Monday
2016-01-11T23:00:00Z,264,43,2.58953488372093,14.553488372093,745.116279069768,Monday
2016-01-12T00:00:00Z,265,26,1.88461538461538,12.075,671.538461538462,Tuesday
2016-01-12T01:00:00Z,266,12,2.70833333333333,13.4416666666667,740,Tuesday
2016-01-12T02:00:00Z,267,8,1.1375,11.84375,585,Tuesday
2016-01-12T03:00:00Z,268,7,1.05714285714286,23.0785714285714,1945.71428571429,Tuesday
2016-01-12T04:00:00Z,269,8,2.7,10.615,412.5,Tuesday
2016-01-12T05:00:00Z,270,4,5.875,17.3125,615,Tuesday
2016-01-12T06:00:00Z,271,31,2.04548387096774,11.1696774193548,528.387096774194,Tuesday
2016-01-12T07:00:00Z,272,125,1.17536,7.89448,415.68,Tuesday
2016-01-12T08:00:00Z,273,245,1.29751020408163,8.95551020408163,557.387755102041,Tuesday
2016-01-12T09:00:00Z,274,281,0.977651245551601,8.48459074733096,745.836298932384,Tuesday
2016-01-12T10:00:00Z,275,228,1.22043859649123,9.28583333333333,783.421052631579,Tuesday
2016-01-12T11:00:00Z,276,113,1.43238938053097,9.64699115044248,497.522123893805,Tuesday
2016-01-12T12:00:00Z,277,117,1.43683760683761,9.82991452991453,481.538461538462,Tuesday
2016-01-12T13:00:00Z,278,106,2.18056603773585,12.6281132075472,539.433962264151,Tuesday
2016-01-12T14:00:00Z,279,101,1.37564356435644,10.6980198019802,515.643564356436,Tuesday
2016-01-12T15:00:00Z,280,85,2.244,12.5835294117647,658.588235294118,Tuesday
2016-01-12T16:00:00Z,281,111,2.31081081081081,13.081981981982,750.810810810811,Tuesday
2016-01-12T17:00:00Z,282,172,1.88523255813953,12.3859302325581,855.348837209303,Tuesday
2016-01-12T18:00:00Z,283,205,1.51941463414634,11.9749268292683,940.390243902439,Tuesday
2016-01-12T19:00:00Z,284,175,1.68251428571429,12.5004571428571,970.971428571429,Tuesday
2016-01-12T20:00:00Z,285,118,1.60169491525424,11.7093220338983,637.118644067797,Tuesday
2016-01-12T21:00:00Z,286,92,2.30695652173913,13.3986956521739,549.782608695652,Tuesday
2016-01-12T22:00:00Z,287,107,5.65841121495327,13.1503738317757,642.616822429907,Tuesday
2016-01-12T23:00:00Z,288,119,2.4890756302521,15.3305042016807,796.638655462185,Tuesday
2016-01-13T00:00:00Z,289,41,1.91219512195122,11.8012195121951,509.268292682927,Wednesday
2016-01-13T01:00:00Z,290,15,1.64,12.8066666666667,576,Wednesday
2016-01-13T02:00:00Z,291,3,1.76666666666667,8.58333333333333,480,Wednesday
2016-01-13T03:00:00Z,292,2,2.85,11.25,510,Wednesday
2016-01-13T04:00:00Z,293,2,0,5.75,210,Wednesday
2016-01-13T05:00:00Z,294,4,1.15,8.375,435,Wednesday
2016-01-13T06:00:00Z,295,43,3.49674418604651,13.4174418604651,577.674418604651,Wednesday
2016-01-13T07:00:00Z,296,122,1.47401639344262,9.23483606557377,488.852459016393,Wednesday
2016-01-13T08:00:00Z,297,258,1.04833333333333,8.00612403100775,483.953488372093,Wednesday
